"product_id","category","subcategory","product_nm","price"
"OFF-AR-10002833","Office Supplies","Art","Newell 322",1.46
"OFF-AR-10002952","Office Supplies","Art","Stanley Contemporary Battery Pencil Sharpeners",10.68
"OFF-AR-10002956","Office Supplies","Art","Boston 16801 Nautilus Battery Pencil Sharpener",17.61
"OFF-AR-10002987","Office Supplies","Art","Prismacolor Color Pencil Set",15.87
"OFF-AR-10003045","Office Supplies","Art","Prang Colored Pencils",2.35
"OFF-AR-10003056","Office Supplies","Art","Newell 341",3.42
"OFF-AR-10003087","Office Supplies","Art","Staples in misc. colors",1.42
"OFF-AR-10003156","Office Supplies","Art","50 Colored Long Pencils",8.13
"OFF-AR-10003158","Office Supplies","Art","Fluorescent Highlighters by Dixon",3.18
"OFF-AR-10003179","Office Supplies","Art","Dixon Ticonderoga Core-Lock Colored Pencils",7.29
"OFF-AR-10003183","Office Supplies","Art","Avery Fluorescent Highlighter Four-Color Set",2.67
"OFF-AR-10003190","Office Supplies","Art","Newell 32",2.30
"OFF-AR-10003217","Office Supplies","Art","Newell 316",3.91
"OFF-AR-10003251","Office Supplies","Art","Prang Drawing Pencil Set",2.22
"OFF-AR-10003338","Office Supplies","Art","Eberhard Faber 3 1/2"" Golf Pencils",5.95
"OFF-AR-10003373","Office Supplies","Art","Boston School Pro Electric Pencil Sharpener, 1670",24.78
"OFF-AR-10003394","Office Supplies","Art","Newell 332",2.35
"OFF-AR-10003405","Office Supplies","Art","Dixon My First Ticonderoga Pencil, #2",4.68
"OFF-AR-10003469","Office Supplies","Art","Nontoxic Chalk",1.41
"OFF-AR-10003477","Office Supplies","Art","4009 Highlighters",1.34
"OFF-AR-10003478","Office Supplies","Art","Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",6.51
"OFF-AR-10003481","Office Supplies","Art","Newell 348",2.62
"OFF-AR-10003504","Office Supplies","Art","Newell 347",3.42
"OFF-AR-10003514","Office Supplies","Art","4009 Highlighters by Sanford",3.18
"OFF-AR-10003560","Office Supplies","Art","Zebra Zazzle Fluorescent Highlighters",4.86
"OFF-AR-10003582","Office Supplies","Art","Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",22.52
"OFF-AR-10003602","Office Supplies","Art","Quartet Omega Colored Chalk, 12/Pack",4.67
"OFF-AR-10003631","Office Supplies","Art","Staples in misc. colors",3.87
"OFF-AR-10003651","Office Supplies","Art","Newell 350",2.62
"OFF-AR-10003696","Office Supplies","Art","Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop",27.66
"OFF-AR-10003723","Office Supplies","Art","Avery Hi-Liter Fluorescent Desk Style Markers",3.38
"OFF-AR-10003727","Office Supplies","Art","Berol Giant Pencil Sharpener",13.59
"OFF-AR-10003732","Office Supplies","Art","Newell 333",2.22
"OFF-AR-10003752","Office Supplies","Art","Deluxe Chalkboard Eraser Cleaner",9.24
"OFF-AR-10003759","Office Supplies","Art","Crayola Anti Dust Chalk, 12/Pack",1.46
"OFF-AR-10003770","Office Supplies","Art","Newell 340",2.88
"OFF-AR-10003772","Office Supplies","Art","Boston 16750 Black Compact Battery Pencil Sharpener",8.75
"OFF-AR-10003811","Office Supplies","Art","Newell 327",2.21
"OFF-AR-10003829","Office Supplies","Art","Newell 35",2.62
"OFF-AR-10003856","Office Supplies","Art","Newell 344",2.22
"OFF-AR-10003876","Office Supplies","Art","Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",2.61
"OFF-AR-10003896","Office Supplies","Art","Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",5.98
"OFF-AR-10003903","Office Supplies","Art","Sanford 52201 APSCO Electric Pencil Sharpener",32.78
"OFF-AR-10003958","Office Supplies","Art","Newell 337",2.62
"OFF-AR-10003986","Office Supplies","Art","Avery Hi-Liter Pen Style Six-Color Fluorescent Set",3.85
"OFF-AR-10004010","Office Supplies","Art","Hunt Boston Vacuum Mount KS Pencil Sharpener",27.99
"OFF-AR-10004022","Office Supplies","Art","Panasonic KP-380BK Classic Electric Pencil Sharpener",28.78
"OFF-AR-10004027","Office Supplies","Art","Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",2.02
"OFF-AR-10004042","Office Supplies","Art","BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",14.38
"OFF-AR-10004062","Office Supplies","Art","Staples in misc. colors",10.48
"OFF-AR-10004078","Office Supplies","Art","Newell 312",4.67
"OFF-AR-10004165","Office Supplies","Art","Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",1.82
"OFF-AR-10004260","Office Supplies","Art","Boston 1799 Powerhouse Electric Pencil Sharpener",25.98
"OFF-AR-10004269","Office Supplies","Art","Newell 31",3.30
"OFF-AR-10004272","Office Supplies","Art","Newell 308",1.68
"OFF-AR-10004344","Office Supplies","Art","Bulldog Vacuum Base Pencil Sharpener",9.59
"OFF-AR-10004441","Office Supplies","Art","BIC Brite Liner Highlighters",3.31
"OFF-AR-10004456","Office Supplies","Art","Panasonic KP-4ABK Battery-Operated Pencil Sharpener",14.64
"OFF-AR-10004511","Office Supplies","Art","Sanford Colorific Scented Colored Pencils, 12/Pack",4.28
"OFF-AR-10004582","Office Supplies","Art","BIC Brite Liner Grip Highlighters",1.31
"OFF-AR-10004587","Office Supplies","Art","Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",19.83
"OFF-AR-10004602","Office Supplies","Art","Boston KS Multi-Size Manual Pencil Sharpener",18.39
"OFF-AR-10004648","Office Supplies","Art","Boston 19500 Mighty Mite Electric Pencil Sharpener",20.15
"OFF-AR-10004685","Office Supplies","Art","Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",3.70
"OFF-AR-10004691","Office Supplies","Art","Boston 1730 StandUp Electric Pencil Sharpener",21.38
"OFF-AR-10004707","Office Supplies","Art","Staples in misc. colors",2.48
"OFF-AR-10004752","Office Supplies","Art","Blackstonian Pencils",2.14
"OFF-AR-10004757","Office Supplies","Art","Crayola Colored Pencils",2.62
"OFF-AR-10004790","Office Supplies","Art","Staples in misc. colors",9.58
"OFF-AR-10004817","Office Supplies","Art","Colorific Watercolor Pencils",4.13
"OFF-AR-10004930","Office Supplies","Art","Turquoise Lead Holder with Pocket Clip",5.36
"OFF-AR-10004956","Office Supplies","Art","Newell 33",4.46
"OFF-AR-10004974","Office Supplies","Art","Newell 342",3.28
"OFF-AR-10004999","Office Supplies","Art","Newell 315",4.78
"OFF-BI-10000014","Office Supplies","Binders","Heavy-Duty E-Z-D Binders",2.18
"OFF-BI-10000042","Office Supplies","Binders","Pressboard Data Binder, Crimson, 12"" X 8 1/2""",1.60
"OFF-BI-10000050","Office Supplies","Binders","Angle-D Binders with Locking Rings, Label Holders",1.46
"OFF-BI-10000069","Office Supplies","Binders","GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",4.50
"OFF-BI-10000088","Office Supplies","Binders","GBC Imprintable Covers",2.20
"OFF-BI-10000136","Office Supplies","Binders","Avery Non-Stick Heavy Duty View Round Locking Ring Binders",4.78
"OFF-BI-10000138","Office Supplies","Binders","Acco Translucent Poly Ring Binders",0.94
"OFF-BI-10000145","Office Supplies","Binders","Zipper Ring Binder Pockets",0.62
"OFF-BI-10000174","Office Supplies","Binders","Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",1.74
"OFF-BI-10000201","Office Supplies","Binders","Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",0.49
"OFF-BI-10000216","Office Supplies","Binders","Mead 1st Gear 2"" Zipper Binder, Asst. Colors",3.89
"OFF-BI-10000279","Office Supplies","Binders","Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",2.89
"OFF-BI-10000285","Office Supplies","Binders","XtraLife ClearVue Slant-D Ring Binders by Cardinal",1.57
"OFF-BI-10000301","Office Supplies","Binders","GBC Instant Report Kit",1.29
"OFF-BI-10000309","Office Supplies","Binders","GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",3.04
"OFF-BI-10000315","Office Supplies","Binders","Poly Designer Cover & Back",3.80
"OFF-BI-10000320","Office Supplies","Binders","GBC Plastic Binding Combs",1.48
"OFF-BI-10000343","Office Supplies","Binders","Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",0.98
"OFF-BI-10000404","Office Supplies","Binders","Avery Printable Repositionable Plastic Tabs",1.72
"OFF-BI-10000474","Office Supplies","Binders","Avery Recycled Flexi-View Covers for Binding Systems",3.21
"OFF-BI-10000494","Office Supplies","Binders","Acco Economy Flexible Poly Round Ring Binder",1.04
"OFF-BI-10000545","Office Supplies","Binders","GBC Ibimaster 500 Manual ProClick Binding System",152.20
"OFF-BI-10000546","Office Supplies","Binders","Avery Durable Binders",0.58
"OFF-BI-10000591","Office Supplies","Binders","Avery Binder Labels",1.17
"OFF-BI-10000605","Office Supplies","Binders","Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",3.05
"OFF-BI-10000632","Office Supplies","Binders","Satellite Sectional Post Binders",8.68
"OFF-BI-10000666","Office Supplies","Binders","Surelock Post Binders",6.11
"OFF-BI-10000756","Office Supplies","Binders","Storex DuraTech Recycled Plastic Frosted Binders",0.85
"OFF-BI-10000773","Office Supplies","Binders","Insertable Tab Post Binder Dividers",1.60
"OFF-BI-10000778","Office Supplies","Binders","GBC VeloBinder Electric Binding Machine",24.20
"OFF-BI-10000822","Office Supplies","Binders","Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",1.61
"OFF-BI-10000829","Office Supplies","Binders","Avery Non-Stick Binders",3.59
"OFF-BI-10000831","Office Supplies","Binders","Storex Flexible Poly Binders with Double Pockets",0.79
"OFF-BI-10000848","Office Supplies","Binders","Angle-D Ring Binders",1.64
"OFF-BI-10000948","Office Supplies","Binders","GBC Laser Imprintable Binding System Covers, Desert Sand",2.85
"OFF-BI-10000962","Office Supplies","Binders","Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",3.25
"OFF-BI-10000977","Office Supplies","Binders","Ibico Plastic Spiral Binding Combs",6.08
"OFF-BI-10001031","Office Supplies","Binders","Pressboard Data Binders by Wilson Jones",1.60
"OFF-BI-10001036","Office Supplies","Binders","Cardinal EasyOpen D-Ring Binders",2.74
"OFF-BI-10001071","Office Supplies","Binders","GBC ProClick Punch Binding System",12.80
"OFF-BI-10001072","Office Supplies","Binders","GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",3.03
"OFF-BI-10001078","Office Supplies","Binders","Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",4.30
"OFF-BI-10001097","Office Supplies","Binders","Avery Hole Reinforcements",1.25
"OFF-BI-10001098","Office Supplies","Binders","Acco D-Ring Binder w/DublLock",4.28
"OFF-BI-10001107","Office Supplies","Binders","GBC White Gloss Covers, Plain Front",2.90
"OFF-BI-10001116","Office Supplies","Binders","Wilson Jones 1"" Hanging DublLock Ring Binders",1.06
"OFF-BI-10001120","Office Supplies","Binders","Ibico EPK-21 Electric Binding System",378.00
"OFF-BI-10001132","Office Supplies","Binders","Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",1.08
"OFF-BI-10001153","Office Supplies","Binders","Ibico Recycled Grain-Textured Covers",10.36
"OFF-BI-10001191","Office Supplies","Binders","Canvas Sectional Post Binders",7.64
"OFF-BI-10001196","Office Supplies","Binders","Avery Flip-Chart Easel Binder, Black",4.48
"OFF-BI-10001249","Office Supplies","Binders","Avery Heavy-Duty EZD View Binder with Locking Rings",1.28
"OFF-BI-10001267","Office Supplies","Binders","Universal Recycled Hanging Pressboard Report Binders, Letter Size",1.23
"OFF-BI-10001294","Office Supplies","Binders","Fellowes Binding Cases",2.34
"OFF-BI-10001308","Office Supplies","Binders","GBC Standard Plastic Binding Systems' Combs",1.26
"OFF-BI-10001359","Office Supplies","Binders","GBC DocuBind TL300 Electric Binding System",179.40
"OFF-BI-10001460","Office Supplies","Binders","Plastic Binding Combs",4.55
"OFF-BI-10001510","Office Supplies","Binders","Deluxe Heavy-Duty Vinyl Round Ring Binder",4.58
"OFF-BI-10001524","Office Supplies","Binders","GBC Premium Transparent Covers with Diagonal Lined Pattern",4.20
"OFF-BI-10001525","Office Supplies","Binders","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",0.76
"OFF-BI-10001543","Office Supplies","Binders","GBC VeloBinder Manual Binding System",10.80
"OFF-BI-10001553","Office Supplies","Binders","SpineVue Locking Slant-D Ring Binders by Cardinal",2.74
"OFF-BI-10001575","Office Supplies","Binders","GBC Linen Binding Covers",6.20
"OFF-BI-10001597","Office Supplies","Binders","Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",8.20
"OFF-BI-10001617","Office Supplies","Binders","GBC Wire Binding Combs",2.07
"OFF-BI-10001628","Office Supplies","Binders","Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",2.09
"OFF-BI-10001634","Office Supplies","Binders","Wilson Jones Active Use Binders",2.18
"OFF-BI-10001636","Office Supplies","Binders","Ibico Plastic and Wire Spiral Binding Combs",1.69
"OFF-BI-10001658","Office Supplies","Binders","GBC Standard Therm-A-Bind Covers",4.98
"OFF-BI-10001670","Office Supplies","Binders","Vinyl Sectional Post Binders",7.54
"OFF-BI-10001679","Office Supplies","Binders","GBC Instant Index System for Binding Systems",1.78
"OFF-BI-10001718","Office Supplies","Binders","GBC DocuBind P50 Personal Binding Machine",19.19
"OFF-BI-10001721","Office Supplies","Binders","Trimflex Flexible Post Binders",4.28
"OFF-BI-10001757","Office Supplies","Binders","Pressboard Hanging Data Binders for Unburst Sheets",0.98
"OFF-BI-10001758","Office Supplies","Binders","Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders",1.60
"OFF-BI-10001759","Office Supplies","Binders","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",1.14
"OFF-BI-10001765","Office Supplies","Binders","Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges",6.93
"OFF-BI-10001787","Office Supplies","Binders","Wilson Jones Four-Pocket Poly Binders",1.31
"OFF-BI-10001890","Office Supplies","Binders","Avery Poly Binder Pockets",0.72
"OFF-BI-10001900","Office Supplies","Binders","DXL Angle-View Binders with Locking Rings, Black",4.79
"OFF-BI-10001922","Office Supplies","Binders","Storex Dura Pro Binders",1.19
"OFF-BI-10001982","Office Supplies","Binders","Wilson Jones Custom Binder Spines & Labels",1.63
"OFF-BI-10001989","Office Supplies","Binders","Premium Transparent Presentation Covers by GBC",4.20
"OFF-BI-10002003","Office Supplies","Binders","Ibico Presentation Index for Binding Systems",0.80
"OFF-BI-10002012","Office Supplies","Binders","Wilson Jones Easy Flow II Sheet Lifters",0.36
"OFF-BI-10002026","Office Supplies","Binders","Ibico Recycled Linen-Style Covers",7.81
"OFF-BI-10002049","Office Supplies","Binders","UniKeep View Case Binders",0.98
"OFF-BI-10002071","Office Supplies","Binders","Fellowes Black Plastic Comb Bindings",1.16
"OFF-BI-10002072","Office Supplies","Binders","Cardinal Slant-D Ring Binders",2.61
"OFF-BI-10002082","Office Supplies","Binders","GBC Twin Loop Wire Binding Elements",6.66
"OFF-BI-10002103","Office Supplies","Binders","Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",1.74
"OFF-BI-10002133","Office Supplies","Binders","Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",8.56
"OFF-BI-10002160","Office Supplies","Binders","Acco Hanging Data Binders",0.76
"OFF-BI-10002194","Office Supplies","Binders","Cardinal Hold-It CD Pocket",1.60
"OFF-BI-10002215","Office Supplies","Binders","Wilson Jones Hanging View Binder, White, 1""",5.68
"OFF-BI-10002225","Office Supplies","Binders","Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",4.13
"OFF-BI-10002309","Office Supplies","Binders","Avery Heavy-Duty EZD  Binder With Locking Rings",1.67
"OFF-BI-10002353","Office Supplies","Binders","GBC VeloBind Cover Sets",3.09
"OFF-BI-10002393","Office Supplies","Binders","Binder Posts",1.15
"OFF-BI-10002412","Office Supplies","Binders","Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders",1.16
"OFF-BI-10002414","Office Supplies","Binders","GBC ProClick Spines for 32-Hole Punch",2.51
"OFF-BI-10002429","Office Supplies","Binders","Premier Elliptical Ring Binder, Black",6.09
"OFF-BI-10002432","Office Supplies","Binders","Wilson Jones Standard D-Ring Binders",1.01
"OFF-BI-10002437","Office Supplies","Binders","Recycled Premium Regency Composition Covers",12.22
"OFF-BI-10002498","Office Supplies","Binders","Clear Mylar Reinforcing Strips",5.61
"OFF-BI-10002557","Office Supplies","Binders","Presstex Flexible Ring Binders",0.91
"OFF-BI-10002571","Office Supplies","Binders","Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",2.00
"OFF-BI-10002609","Office Supplies","Binders","Avery Hidden Tab Dividers for Binding Systems",0.60
"OFF-BI-10002706","Office Supplies","Binders","Avery Premier Heavy-Duty Binder with Round Locking Rings",2.86
"OFF-BI-10002735","Office Supplies","Binders","GBC Prestige Therm-A-Bind Covers",10.29
"OFF-BI-10002764","Office Supplies","Binders","Recycled Pressboard Report Cover with Reinforced Top Hinge",0.97
"OFF-BI-10002794","Office Supplies","Binders","Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",8.20
"OFF-BI-10002799","Office Supplies","Binders","SlimView Poly Binder, 3/8""",1.04
"OFF-BI-10002813","Office Supplies","Binders","Avery Reinforcements for Hole-Punch Pages",0.40
"OFF-BI-10002824","Office Supplies","Binders","Recycled Easel Ring Binders",2.98
"OFF-BI-10002827","Office Supplies","Binders","Avery Durable Poly Binders",1.11
"OFF-BI-10002852","Office Supplies","Binders","Ibico Standard Transparent Covers",3.30
"OFF-BI-10002854","Office Supplies","Binders","Performers Binder/Pad Holder, Black",5.61
"OFF-BI-10002867","Office Supplies","Binders","GBC Recycled Regency Composition Covers",11.96
"OFF-BI-10002897","Office Supplies","Binders","Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",1.10
"OFF-BI-10002931","Office Supplies","Binders","Avery Trapezoid Extra Heavy Duty 4"" Binders",12.58
"OFF-BI-10002949","Office Supplies","Binders","Prestige Round Ring Binders",1.22
"OFF-BI-10002954","Office Supplies","Binders","Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders",0.91
"OFF-BI-10002976","Office Supplies","Binders","ACCOHIDE Binder by Acco",1.24
"OFF-BI-10002982","Office Supplies","Binders","Avery Self-Adhesive Photo Pockets for Polaroid Photos",1.36
"OFF-BI-10003007","Office Supplies","Binders","Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",11.63
"OFF-BI-10003091","Office Supplies","Binders","GBC DocuBind TL200 Manual Binding Machine",67.19
"OFF-BI-10003094","Office Supplies","Binders","Self-Adhesive Ring Binder Labels",0.70
"OFF-BI-10003166","Office Supplies","Binders","GBC Plasticlear Binding Covers",2.30
"OFF-BI-10003196","Office Supplies","Binders","Accohide Poly Flexible Ring Binders",0.75
"OFF-BI-10003274","Office Supplies","Binders","Avery Durable Slant Ring Binders, No Labels",0.80
"OFF-BI-10003291","Office Supplies","Binders","Wilson Jones Leather-Like Binders with DublLock Round Rings",1.75
"OFF-BI-10003305","Office Supplies","Binders","Avery Hanging File Binders",1.79
"OFF-BI-10003314","Office Supplies","Binders","Tuff Stuff Recycled Round Ring Binders",0.96
"OFF-BI-10003350","Office Supplies","Binders","Acco Expandable Hanging Binders",1.91
"OFF-BI-10003355","Office Supplies","Binders","Cardinal Holdit Business Card Pockets",1.49
"OFF-BI-10003364","Office Supplies","Binders","Binding Machine Supplies",8.75
"OFF-BI-10003429","Office Supplies","Binders","Cardinal HOLDit! Binder Insert Strips,Extra Strips",1.27
"OFF-BI-10003460","Office Supplies","Binders","Acco 3-Hole Punch",0.88
"OFF-BI-10003476","Office Supplies","Binders","Avery Metallic Poly Binders",1.72
"OFF-BI-10003527","Office Supplies","Binders","Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind",254.20
"OFF-BI-10003529","Office Supplies","Binders","Avery Round Ring Poly Binders",0.85
"OFF-BI-10003638","Office Supplies","Binders","GBC Durable Plastic Covers",3.87
"OFF-BI-10003650","Office Supplies","Binders","GBC DocuBind 300 Electric Binding Machine",105.20
"OFF-BI-10003655","Office Supplies","Binders","Durable Pressboard Binders",3.04
"OFF-BI-10003656","Office Supplies","Binders","Fellowes PB200 Plastic Comb Binding Machine",51.00
"OFF-BI-10003669","Office Supplies","Binders","3M Organizer Strips",1.62
"OFF-BI-10003676","Office Supplies","Binders","GBC Standard Recycled Report Covers, Clear Plastic Sheets",2.16
"OFF-BI-10003684","Office Supplies","Binders","Wilson Jones Legal Size Ring Binders",4.40
"OFF-BI-10003694","Office Supplies","Binders","Avery 3 1/2"" Diskette Storage Pages, 10/Pack",3.13
"OFF-BI-10003707","Office Supplies","Binders","Aluminum Screw Posts",3.05
"OFF-BI-10003708","Office Supplies","Binders","Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",1.49
"OFF-BI-10003712","Office Supplies","Binders","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",0.98
"OFF-BI-10003718","Office Supplies","Binders","GBC Therma-A-Bind 250T Electric Binding System",98.39
"OFF-BI-10003719","Office Supplies","Binders","Large Capacity Hanging Post Binders",7.49
"OFF-BI-10003727","Office Supplies","Binders","Avery Durable Slant Ring Binders With Label Holder",0.84
"OFF-BI-10003784","Office Supplies","Binders","Computer Printout Index Tabs",0.34
"OFF-BI-10003876","Office Supplies","Binders","Green Canvas Binder for 8-1/2"" x 14"" Sheets",12.84
"OFF-BI-10003910","Office Supplies","Binders","DXL Angle-View Binders with Locking Rings by Samsill",2.31
"OFF-BI-10003925","Office Supplies","Binders","Fellowes PB300 Plastic Comb Binding Machine",77.60
"OFF-BI-10003963","Office Supplies","Binders","Cardinal Holdit Data Disk Pockets",5.82
"OFF-BI-10003981","Office Supplies","Binders","Avery Durable Plastic 1"" Binders",0.91
"OFF-BI-10003982","Office Supplies","Binders","Wilson Jones Century Plastic Molded Ring Binders",4.15
"OFF-BI-10003984","Office Supplies","Binders","Lock-Up Easel 'Spel-Binder'",8.56
"OFF-BI-10004001","Office Supplies","Binders","GBC Recycled VeloBinder Covers",3.41
"OFF-BI-10004002","Office Supplies","Binders","Wilson Jones International Size A4 Ring Binders",3.46
"OFF-BI-10004022","Office Supplies","Binders","Acco Suede Grain Vinyl Round Ring Binder",0.56
"OFF-BI-10004040","Office Supplies","Binders","Wilson Jones Impact Binders",1.04
"OFF-BI-10004094","Office Supplies","Binders","GBC Standard Plastic Binding Systems Combs",1.77
"OFF-BI-10004099","Office Supplies","Binders","GBC VeloBinder Strips",1.54
"OFF-BI-10004139","Office Supplies","Binders","Fellowes Presentation Covers for Comb Binding Machines",2.91
"OFF-BI-10004140","Office Supplies","Binders","Avery Non-Stick Binders",0.90
"OFF-BI-10004141","Office Supplies","Binders","Insertable Tab Indexes For Data Binders",0.64
"OFF-BI-10004182","Office Supplies","Binders","Economy Binders",0.42
"OFF-BI-10004187","Office Supplies","Binders","3-ring staple pack",1.50
"OFF-BI-10004209","Office Supplies","Binders","Fellowes Twister Kit, Gray/Clear, 3/pkg",1.61
"OFF-BI-10004224","Office Supplies","Binders","Catalog Binders with Expanding Posts",13.46
"OFF-BI-10004230","Office Supplies","Binders","GBC Recycled Grain Textured Covers",10.36
"OFF-BI-10004233","Office Supplies","Binders","GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",3.20
"OFF-BI-10004236","Office Supplies","Binders","XtraLife ClearVue Slant-D Ring Binder, White, 3""",2.94
"OFF-BI-10004308","Office Supplies","Binders","Avery Legal 4-Ring Binder",6.29
"OFF-BI-10004318","Office Supplies","Binders","Ibico EB-19 Dual Function Manual Binding System",51.90
"OFF-BI-10004330","Office Supplies","Binders","GBC Velobind Prepunched Cover Sets, Regency Series",11.09
"OFF-BI-10004352","Office Supplies","Binders","Wilson Jones DublLock D-Ring Binders",2.03
"OFF-BI-10004364","Office Supplies","Binders","Storex Dura Pro Binders",1.19
"OFF-BI-10004390","Office Supplies","Binders","GBC DocuBind 200 Manual Binding Machine",126.29
"OFF-BI-10004410","Office Supplies","Binders","C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",1.91
"OFF-BI-10004465","Office Supplies","Binders","Avery Durable Slant Ring Binders",1.58
"OFF-BI-10004492","Office Supplies","Binders","Tuf-Vin Binders",6.32
"OFF-BI-10004506","Office Supplies","Binders","Wilson Jones data.warehouse D-Ring Binders with DublLock",2.47
"OFF-BI-10004519","Office Supplies","Binders","GBC DocuBind P100 Manual Binding Machine",49.79
"OFF-BI-10004528","Office Supplies","Binders","Cardinal Poly Pocket Divider Pockets for Ring Binders",2.69
"OFF-BI-10004584","Office Supplies","Binders","GBC ProClick 150 Presentation Binding System",63.20
"OFF-BI-10004593","Office Supplies","Binders","Ibico Laser Imprintable Binding System Covers",15.72
"OFF-BI-10004600","Office Supplies","Binders","Ibico Ibimaster 300 Manual Binding System",110.40
"OFF-BI-10004632","Office Supplies","Binders","GBC Binding covers",10.36
"OFF-BI-10004654","Office Supplies","Binders","Avery Binding System Hidden Tab Executive Style Index Sets",1.15
"OFF-BI-10004656","Office Supplies","Binders","Peel & Stick Add-On Corner Pockets",0.43
"OFF-BI-10004716","Office Supplies","Binders","Wilson Jones Hanging Recycled Pressboard Data Binders",4.45
"OFF-BI-10004728","Office Supplies","Binders","Wilson Jones Turn Tabs Binder Tool for Ring Binders",0.96
"OFF-BI-10004738","Office Supplies","Binders","Flexible Leather- Look Classic Collection Ring Binder",3.79
"OFF-BI-10004781","Office Supplies","Binders","GBC Wire Binding Strips",9.52
"OFF-BI-10004817","Office Supplies","Binders","GBC Personal VeloBind Strips",2.40
"OFF-BI-10004826","Office Supplies","Binders","JM Magazine Binder",4.95
"OFF-BI-10004828","Office Supplies","Binders","GBC Poly Designer Binding Covers",5.02
"OFF-BI-10004876","Office Supplies","Binders","Wilson Jones Suede Grain Vinyl Binders",0.83
"OFF-BI-10004965","Office Supplies","Binders","Ibico Covers for Plastic or Wire Binding Elements",2.30
"OFF-BI-10004967","Office Supplies","Binders","Round Ring Binders",0.42
"OFF-BI-10004970","Office Supplies","Binders","ACCOHIDE 3-Ring Binder, Blue, 1""",1.24
"OFF-BI-10004995","Office Supplies","Binders","GBC DocuBind P400 Electric Binding System",272.20
"OFF-EN-10000056","Office Supplies","Envelopes","Cameo Buff Policy Envelopes",49.78
"OFF-EN-10000461","Office Supplies","Envelopes","#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",6.99
"OFF-EN-10000483","Office Supplies","Envelopes","White Envelopes, White Envelopes with Clear Poly Window",12.20
"OFF-EN-10000781","Office Supplies","Envelopes","#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",6.99
"OFF-EN-10000927","Office Supplies","Envelopes","Jet-Pak Recycled Peel 'N' Seal Padded Mailers",28.71
"OFF-EN-10001028","Office Supplies","Envelopes","Staple envelope",9.58
"OFF-EN-10001099","Office Supplies","Envelopes","Staple envelope",7.82
"OFF-EN-10001137","Office Supplies","Envelopes","#10 Gummed Flap White Envelopes, 100/Box",3.30
"OFF-EN-10001141","Office Supplies","Envelopes","Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",8.78
"OFF-EN-10001219","Office Supplies","Envelopes","#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",6.11
