"order_id","order_date","ship_date","ship_mode","state","city","zip_code","cust_id"
"CA-2015-135272","2018-12-07","2018-12-12","Standard Class","California","Los Angeles","90036","MS-17830"
"CA-2015-136196","2018-11-28","2018-12-04","Standard Class","New York","Freeport","11520","TP-21415"
"US-2014-155502","2017-01-26","2017-01-31","Standard Class","Virginia","Alexandria","22304","SD-20485"
"CA-2017-143329","2020-11-03","2020-11-08","Standard Class","New Mexico","Las Cruces","88001","DL-13330"
"CA-2017-157196","2020-11-05","2020-11-09","Standard Class","California","San Diego","92105","AA-10645"
"CA-2017-122308","2020-03-24","2020-03-28","Standard Class","New York","New York City","10011","MV-17485"
"US-2016-169369","2019-12-12","2019-12-18","Standard Class","Georgia","Columbus","31907","EC-14050"
"CA-2015-117884","2018-03-22","2018-03-22","Same Day","Florida","Plantation","33317","DC-13285"
"CA-2017-108854","2020-12-08","2020-12-14","Standard Class","California","San Francisco","94109","DM-13345"
"CA-2015-114468","2018-08-23","2018-08-23","Same Day","Illinois","Bolingbrook","60440","TD-20995"
"CA-2017-114804","2020-10-17","2020-10-19","Second Class","California","Modesto","95351","BF-11020"
"CA-2016-126543","2019-01-09","2019-01-13","Second Class","Ohio","Toledo","43615","MF-17665"
"CA-2017-120999","2020-09-10","2020-09-15","Standard Class","Illinois","Naperville","60540","LC-16930"
"CA-2017-123036","2020-09-10","2020-09-17","Standard Class","Ohio","Springfield","45503","HA-14905"
"US-2017-152366","2020-04-21","2020-04-25","Second Class","Texas","Houston","77036","SJ-20500"
"US-2017-124303","2020-07-06","2020-07-13","Standard Class","Pennsylvania","Philadelphia","19120","FH-14365"
"CA-2015-112557","2018-04-25","2018-04-28","First Class","New York","New York City","10035","JL-15850"
"CA-2015-121391","2018-10-04","2018-10-07","First Class","California","San Francisco","94109","AA-10315"
"CA-2015-144806","2018-12-06","2018-12-11","Standard Class","Arizona","Tucson","85705","GH-14425"
"US-2015-111927","2018-11-14","2018-11-19","Standard Class","Delaware","Dover","19901","LS-17230"
"CA-2017-137449","2020-06-29","2020-06-30","First Class","Texas","Dallas","75220","ME-17725"
"CA-2014-124856","2017-09-29","2017-10-03","Second Class","New York","New York City","10011","LD-17005"
"CA-2015-128608","2018-01-12","2018-01-17","Standard Class","Ohio","Toledo","43615","CS-12490"
"CA-2017-168655","2020-10-12","2020-10-18","Standard Class","New Mexico","Albuquerque","87105","ML-18040"
"CA-2016-129693","2019-11-26","2019-12-02","Standard Class","Washington","Seattle","98105","TC-20980"
"CA-2015-136378","2018-04-02","2018-04-07","Standard Class","Texas","Houston","77070","CS-11845"
"CA-2017-101049","2020-06-21","2020-06-25","Second Class","Ohio","Cleveland","44105","AS-10240"
"CA-2015-132486","2018-10-23","2018-10-27","Second Class","California","San Diego","92105","JF-15355"
"CA-2014-132983","2017-04-28","2017-05-03","Standard Class","New York","Jamestown","14701","DS-13180"
"CA-2017-121195","2020-12-24","2020-12-27","First Class","Texas","Dallas","75220","NS-18505"
"US-2017-117450","2020-09-04","2020-09-08","Standard Class","Florida","Boynton Beach","33437","DO-13645"
"CA-2017-108910","2020-09-24","2020-09-29","Standard Class","Ohio","Newark","43055","KC-16540"
"CA-2014-151897","2017-06-06","2017-06-10","Standard Class","Texas","Houston","77070","VT-21700"
"CA-2016-154739","2019-12-10","2019-12-15","Second Class","California","San Francisco","94109","LH-17155"
"CA-2016-158302","2019-12-08","2019-12-12","Second Class","Ohio","Columbus","43229","JB-16045"
"US-2015-168704","2018-04-13","2018-04-17","Standard Class","Texas","Huntsville","77340","FP-14320"
"US-2014-134187","2017-11-04","2017-11-11","Standard Class","California","Long Beach","90805","TH-21235"
"CA-2016-148593","2019-06-16","2019-06-18","Second Class","California","Los Angeles","90045","BD-11320"
"US-2017-115609","2020-11-02","2020-11-07","Standard Class","California","Los Angeles","90036","CS-12505"
"CA-2016-157742","2019-12-29","2019-12-31","Second Class","Oregon","Springfield","97477","KL-16645"
"CA-2015-127019","2018-12-21","2018-12-25","Standard Class","Colorado","Colorado Springs","80906","ER-13855"
"CA-2014-133851","2017-06-09","2017-06-16","Standard Class","California","San Francisco","94122","CM-12445"
"CA-2017-133718","2020-07-23","2020-07-26","First Class","California","Los Angeles","90045","TB-21520"
"CA-2016-169971","2019-09-04","2019-09-09","Standard Class","Texas","Houston","77041","IL-15100"
"CA-2017-111689","2020-11-30","2020-12-02","Second Class","New York","New York City","10024","HP-14815"
"CA-2017-155929","2020-09-09","2020-09-13","Standard Class","Arizona","Glendale","85301","AI-10855"
"CA-2015-167269","2018-06-16","2018-06-20","Standard Class","Pennsylvania","Philadelphia","19134","PB-19150"
"CA-2017-100111","2020-09-20","2020-09-26","Standard Class","New York","New York City","10035","SV-20365"
"CA-2016-120005","2019-03-03","2019-03-03","Same Day","California","San Francisco","94110","TS-21160"
"CA-2016-133935","2019-09-18","2019-09-22","Standard Class","California","San Diego","92105","JW-15220"
"CA-2015-127173","2018-09-26","2018-10-03","Standard Class","New York","Oceanside","11572","GM-14500"
"CA-2016-114748","2019-10-09","2019-10-14","Standard Class","Arizona","Phoenix","85023","MZ-17335"
"CA-2017-161984","2020-04-10","2020-04-15","Standard Class","New Jersey","New Brunswick","8901","SJ-20125"
"US-2014-148194","2017-05-04","2017-05-07","First Class","Washington","Seattle","98105","BS-11365"
"CA-2016-156748","2019-11-30","2019-12-06","Standard Class","Michigan","Detroit","48227","BS-11755"
"US-2017-112347","2020-12-02","2020-12-06","Standard Class","Colorado","Denver","80219","BS-11380"
"CA-2017-165904","2020-04-07","2020-04-11","Standard Class","Florida","Jacksonville","32216","HR-14770"
"CA-2014-140732","2017-11-11","2017-11-13","Second Class","California","Los Angeles","90004","MA-17560"
"US-2015-160857","2018-05-08","2018-05-15","Standard Class","New York","New York City","10024","NW-18400"
"CA-2014-166191","2017-12-05","2017-12-09","Second Class","Illinois","Decatur","62521","DK-13150"
"US-2017-127341","2020-01-29","2020-02-02","Standard Class","Illinois","Chicago","60653","CK-12595"
"CA-2016-147375","2019-06-12","2019-06-14","Second Class","Illinois","Chicago","60623","PO-19180"
"CA-2017-139822","2020-09-15","2020-09-21","Standard Class","Connecticut","Waterbury","6708","Dp-13240"
"CA-2017-165757","2020-06-22","2020-06-28","Standard Class","Pennsylvania","Philadelphia","19140","PL-18925"
"CA-2016-104969","2019-04-08","2019-04-14","Standard Class","Ohio","Troy","45373","EH-14125"
"US-2017-162124","2020-05-06","2020-05-10","Standard Class","Illinois","Chicago","60653","JF-15490"
"CA-2017-160045","2020-04-26","2020-04-27","First Class","Texas","Fort Worth","76106","LB-16735"
"CA-2016-149965","2019-06-20","2019-06-25","Standard Class","Oklahoma","Oklahoma City","73120","BS-11365"
"US-2017-146878","2020-09-21","2020-09-27","Standard Class","Florida","Miami","33142","DL-12865"
"CA-2016-138933","2019-04-24","2019-04-27","First Class","California","Riverside","92503","JL-15130"
"CA-2017-155089","2020-12-02","2020-12-06","Standard Class","Florida","Tampa","33614","DB-12910"
"CA-2017-121678","2020-11-16","2020-11-20","Second Class","Ohio","Elyria","44035","BM-11650"
"CA-2015-149734","2018-09-03","2018-09-08","Standard Class","North Carolina","Durham","27707","JC-16105"
"US-2014-165862","2017-07-13","2017-07-17","Standard Class","California","Los Angeles","90049","GK-14620"
"CA-2015-134894","2018-12-07","2018-12-11","Standard Class","Kentucky","Henderson","42420","DK-12985"
"CA-2014-138681","2017-12-20","2017-12-22","First Class","Arizona","Tucson","85705","CT-11995"
"CA-2015-142202","2018-09-18","2018-09-23","Second Class","Florida","Jacksonville","32216","JR-16210"
"CA-2014-100006","2017-09-07","2017-09-13","Standard Class","New York","New York City","10024","DK-13375"
"CA-2017-162173","2020-10-26","2020-11-01","Standard Class","Virginia","Virginia Beach","23464","OT-18730"
"CA-2017-118542","2020-12-01","2020-12-05","Standard Class","California","Los Angeles","90008","CC-12550"
"CA-2017-159884","2020-08-31","2020-09-05","Standard Class","Arizona","Tempe","85281","JF-15490"
"CA-2015-112823","2018-12-10","2018-12-16","Standard Class","Ohio","Cleveland","44105","RA-19945"
"CA-2017-150931","2020-01-06","2020-01-13","Standard Class","Alabama","Tuscaloosa","35401","DP-13390"
"CA-2016-165015","2019-02-25","2019-02-27","Second Class","Ohio","Newark","43055","BD-11725"
"CA-2016-121370","2019-11-14","2019-11-19","Second Class","Pennsylvania","Philadelphia","19134","EB-14110"
"CA-2017-130715","2020-09-16","2020-09-20","Standard Class","California","San Francisco","94110","CY-12745"
"US-2014-147774","2017-01-20","2017-01-26","Standard Class","Tennessee","Smyrna","37167","MM-18280"
"US-2017-100482","2020-04-11","2020-04-15","Standard Class","Ohio","Lancaster","43130","JL-15130"
"CA-2017-167101","2020-03-24","2020-03-28","Second Class","New York","New York City","10009","BM-11650"
"CA-2016-130477","2019-04-08","2019-04-12","Standard Class","California","Los Angeles","90032","LC-17140"
"CA-2015-103772","2018-06-28","2018-07-02","Standard Class","Georgia","Smyrna","30080","MP-17470"
"CA-2016-136322","2019-10-21","2019-10-26","Standard Class","Florida","Fort Lauderdale","33311","AP-10720"
"US-2016-102232","2019-08-05","2019-08-11","Standard Class","Alabama","Huntsville","35810","MF-17665"
"US-2017-118556","2020-05-28","2020-06-02","Second Class","Illinois","Chicago","60653","TH-21235"
"CA-2014-102330","2017-12-29","2018-01-03","Standard Class","California","Brentwood","94513","AI-10855"
"CA-2014-125731","2017-09-10","2017-09-16","Standard Class","Oregon","Gresham","97030","CL-12565"
"CA-2015-134117","2018-12-17","2018-12-19","Second Class","California","Los Angeles","90008","PG-18895"
"US-2016-157490","2019-10-06","2019-10-07","First Class","Colorado","Pueblo","81001","LB-16795"
"CA-2017-104640","2020-11-10","2020-11-16","Standard Class","New York","New York City","10024","FH-14275"
"CA-2017-152856","2020-09-08","2020-09-10","Second Class","Ohio","Marion","43302","RS-19765"
"US-2017-168690","2020-01-07","2020-01-13","Standard Class","Florida","Ormond Beach","32174","TS-21085"
"CA-2016-164896","2019-11-07","2019-11-12","Standard Class","California","Oceanside","92054","PS-19045"
"CA-2016-160304","2019-01-02","2019-01-07","Standard Class","Maryland","Gaithersburg","20877","BM-11575"
"CA-2015-154340","2018-11-29","2018-11-30","First Class","California","Santa Ana","92704","EK-13795"
"US-2014-126571","2017-10-11","2017-10-15","Standard Class","Pennsylvania","Philadelphia","19120","JF-15565"
"CA-2015-142755","2018-09-04","2018-09-08","Standard Class","Georgia","Roswell","30076","CS-12355"
"CA-2015-129546","2018-09-28","2018-10-05","Standard Class","California","Los Angeles","90032","RP-19855"
"CA-2015-146486","2018-11-09","2018-11-14","Second Class","New York","Oceanside","11572","DV-13465"
"CA-2016-156811","2019-10-27","2019-11-02","Standard Class","California","San Francisco","94122","BP-11095"
"CA-2014-101560","2017-11-28","2017-12-01","Second Class","South Carolina","Columbia","29203","CS-12250"
"CA-2017-139080","2020-01-23","2020-01-28","Standard Class","Washington","Seattle","98103","CS-12250"
"CA-2015-142041","2018-06-07","2018-06-09","Second Class","California","Los Angeles","90036","EM-13810"
"US-2016-115819","2019-04-19","2019-04-24","Second Class","California","Los Angeles","90049","JO-15280"
"CA-2017-157413","2020-06-01","2020-06-06","Standard Class","Pennsylvania","Philadelphia","19120","BW-11065"
"CA-2014-105872","2017-05-30","2017-06-06","Standard Class","New York","New York City","10024","JG-15160"
"CA-2014-139857","2017-02-02","2017-02-06","Standard Class","California","San Diego","92037","CD-12790"
"CA-2016-155166","2019-12-26","2020-01-02","Standard Class","New Jersey","Vineland","8360","BB-11545"
"CA-2017-100811","2020-11-21","2020-11-24","First Class","Pennsylvania","Philadelphia","19143","CC-12475"
"CA-2017-103443","2020-12-17","2020-12-23","Standard Class","New York","New York City","10009","AT-10735"
"US-2017-150847","2020-04-30","2020-05-06","Standard Class","Ohio","Columbus","43229","JF-15490"
"CA-2014-166863","2017-06-20","2017-06-24","Standard Class","Texas","Plano","75023","SC-20020"
"CA-2014-110422","2017-01-21","2017-01-23","Second Class","Florida","Miami","33180","TB-21400"
"CA-2015-168529","2018-10-08","2018-10-12","Standard Class","California","San Francisco","94122","MB-17305"
"CA-2014-151708","2017-08-08","2017-08-14","Standard Class","Arizona","Glendale","85301","MB-17305"
"CA-2016-157749","2019-06-04","2019-06-09","Second Class","Illinois","Chicago","60610","KL-16645"
"CA-2014-100391","2017-05-25","2017-05-29","Standard Class","New York","New York City","10035","BW-11065"
"CA-2014-111451","2017-12-26","2017-12-28","First Class","Colorado","Colorado Springs","80906","KL-16555"
"CA-2017-118724","2020-07-21","2020-07-25","Second Class","California","Concord","94521","AR-10825"
"CA-2016-143714","2019-05-23","2019-05-27","Standard Class","Pennsylvania","Philadelphia","19120","CC-12370"
"US-2015-104430","2018-10-22","2018-10-26","Standard Class","Illinois","Bloomington","61701","LT-17110"
"CA-2017-137365","2020-11-30","2020-12-03","Second Class","Texas","El Paso","79907","BP-11095"
"US-2016-108098","2019-10-14","2019-10-18","Standard Class","Washington","Seattle","98115","CP-12340"
"CA-2017-137582","2020-09-04","2020-09-08","Standard Class","California","Oakland","94601","CV-12805"
"US-2015-115238","2018-04-30","2018-05-04","Standard Class","Massachusetts","Lawrence","1841","JW-15220"
"CA-2014-133690","2017-08-03","2017-08-05","First Class","Colorado","Denver","80219","BS-11755"
"CA-2015-122168","2018-08-21","2018-08-26","Standard Class","Kentucky","Florence","41042","HG-14965"
"CA-2017-161655","2020-05-13","2020-05-18","Second Class","Delaware","Newark","19711","CW-11905"
"CA-2017-115070","2020-04-10","2020-04-14","Second Class","Florida","Jacksonville","32216","MG-18205"
"CA-2017-120061","2020-11-02","2020-11-07","Second Class","Ohio","Springfield","45503","SR-20425"
"CA-2017-103520","2020-09-23","2020-09-25","First Class","Texas","Lubbock","79424","MH-17785"
"US-2014-131982","2017-03-07","2017-03-11","Second Class","Washington","Des Moines","98198","NP-18685"
"CA-2017-160801","2020-09-19","2020-09-19","Same Day","Pennsylvania","Philadelphia","19120","FG-14260"
"CA-2016-167983","2019-08-21","2019-08-24","Second Class","Washington","Seattle","98115","RP-19270"
"CA-2017-150525","2020-02-20","2020-02-25","Standard Class","Oklahoma","Muskogee","74403","JP-16135"
"CA-2014-113880","2017-03-01","2017-03-05","Standard Class","Illinois","Elmhurst","60126","VF-21715"
"CA-2015-142937","2018-12-05","2018-12-06","First Class","Texas","Dallas","75220","SF-20065"
"CA-2014-140795","2017-02-01","2017-02-03","First Class","Wisconsin","Green Bay","54302","BD-11500"
"CA-2015-123141","2018-11-14","2018-11-19","Standard Class","New Mexico","Rio Rancho","87124","GZ-14470"
"US-2014-111171","2017-12-26","2017-12-31","Standard Class","Illinois","Chicago","60610","CA-12265"
"CA-2016-145898","2019-09-26","2019-09-26","Same Day","California","Redlands","92374","CM-12445"
"CA-2015-131779","2018-06-12","2018-06-17","Standard Class","Delaware","Newark","19711","LE-16810"
"CA-2017-145142","2020-01-23","2020-01-25","First Class","Michigan","Detroit","48234","MC-17605"
"CA-2016-141523","2019-12-19","2019-12-24","Second Class","New York","New York City","10035","MH-17440"
"US-2017-119662","2020-11-13","2020-11-16","First Class","Illinois","Chicago","60623","CS-12400"
"CA-2015-143980","2018-12-25","2018-12-29","Standard Class","New York","New York City","10011","JK-15640"
"CA-2016-128258","2019-03-30","2019-04-01","First Class","Connecticut","Norwich","6360","CP-12085"
"CA-2017-108931","2020-09-14","2020-09-19","Standard Class","New York","New York City","10024","HZ-14950"
"CA-2014-167199","2017-01-06","2017-01-10","Standard Class","Kentucky","Henderson","42420","ME-17320"
"US-2017-115301","2020-07-29","2020-08-02","Standard Class","Washington","Seattle","98103","VG-21790"
"CA-2015-107937","2018-05-03","2018-05-08","Standard Class","California","Chula Vista","91911","JB-16045"
"CA-2017-141117","2020-10-02","2020-10-08","Standard Class","Oregon","Springfield","97477","JK-16090"
"CA-2014-116568","2017-12-14","2017-12-20","Standard Class","Florida","Deltona","32725","BM-11785"
"CA-2017-110940","2020-07-23","2020-07-28","Standard Class","Illinois","Wheeling","60090","AZ-10750"
"CA-2015-133452","2018-04-13","2018-04-19","Standard Class","California","Pomona","91767","ZC-21910"
"US-2014-113124","2017-03-30","2017-04-05","Standard Class","Minnesota","Apple Valley","55124","NC-18340"
"CA-2016-122448","2019-06-09","2019-06-14","Standard Class","California","San Francisco","94109","DB-13210"
"CA-2017-127096","2020-09-15","2020-09-17","Second Class","California","San Francisco","94109","CS-12400"
"CA-2017-159352","2020-03-12","2020-03-17","Standard Class","Massachusetts","Lowell","1852","KB-16585"
"CA-2017-107825","2020-11-18","2020-11-18","Same Day","Wisconsin","Milwaukee","53209","NB-18655"
"CA-2017-138779","2020-01-14","2020-01-15","First Class","North Carolina","Jacksonville","28540","RB-19570"
"CA-2015-121797","2018-01-30","2018-02-06","Standard Class","California","Los Angeles","90049","CC-12145"
"US-2014-155544","2017-03-21","2017-03-25","Standard Class","Tennessee","Knoxville","37918","GM-14440"
"CA-2014-111003","2017-06-01","2017-06-06","Standard Class","New Jersey","Lakewood","8701","CR-12625"
"US-2017-168802","2020-11-03","2020-11-07","Standard Class","Washington","Seattle","98103","JO-15145"
"CA-2016-141180","2019-05-15","2019-05-19","Second Class","Florida","Fort Lauderdale","33311","DP-13000"
"CA-2014-141110","2017-11-26","2017-12-01","Standard Class","California","Fresno","93727","LS-17200"
"CA-2016-112669","2019-04-14","2019-04-14","Same Day","Arizona","Glendale","85301","KT-16465"
"CA-2014-103989","2017-03-19","2017-03-21","First Class","Florida","Lakeland","33801","MC-17605"
"CA-2016-105081","2019-12-25","2019-12-30","Standard Class","Washington","Seattle","98115","JE-15715"
"CA-2016-113845","2019-11-20","2019-11-25","Standard Class","Florida","Orlando","32839","FA-14230"
"US-2014-127635","2017-09-14","2017-09-18","Second Class","Texas","Corpus Christi","78415","SC-20260"
"CA-2015-120621","2018-03-21","2018-03-26","Standard Class","North Carolina","Jacksonville","28540","JW-16075"
"CA-2016-100587","2019-12-10","2019-12-14","Standard Class","New York","New York City","10024","SL-20155"
"CA-2014-103744","2017-02-23","2017-02-27","Standard Class","Texas","El Paso","79907","MG-17875"
"CA-2015-122973","2018-07-18","2018-07-20","Second Class","New York","New York City","10024","PJ-19015"
"CA-2016-158617","2019-09-22","2019-09-28","Standard Class","Indiana","Lawrence","46226","AC-10660"
"CA-2017-164707","2020-02-18","2020-02-21","Second Class","California","Los Angeles","90045","CV-12805"
"CA-2016-118052","2019-05-06","2019-05-10","Standard Class","Ohio","Lorain","44052","BE-11455"
"CA-2014-105270","2017-11-11","2017-11-18","Standard Class","California","Los Angeles","90008","AP-10915"
"CA-2017-164168","2020-11-12","2020-11-18","Standard Class","Texas","Dallas","75081","LS-16975"
"CA-2017-164028","2020-11-24","2020-11-30","Standard Class","California","San Francisco","94122","JL-15835"
"CA-2017-114216","2020-09-02","2020-09-06","Standard Class","Pennsylvania","Philadelphia","19140","RK-19300"
"CA-2017-151190","2020-06-27","2020-07-01","Standard Class","Nebraska","Omaha","68104","GT-14710"
"CA-2017-120705","2020-09-05","2020-09-11","Standard Class","Florida","Fort Lauderdale","33311","MG-17875"
"CA-2016-147123","2019-12-10","2019-12-12","First Class","California","Long Beach","90805","SJ-20125"
"CA-2016-141586","2019-10-17","2019-10-20","First Class","California","San Francisco","94122","NK-18490"
"CA-2014-164721","2017-11-25","2017-11-27","Second Class","California","Brentwood","94513","LW-16825"
"CA-2017-140844","2020-06-19","2020-06-23","Standard Class","New York","New York City","10035","AR-10405"
"US-2017-152898","2020-09-11","2020-09-15","Standard Class","Virginia","Richmond","23223","CB-12025"
"CA-2017-100097","2020-11-26","2020-11-29","Second Class","New York","New York City","10009","MN-17935"
"CA-2016-130484","2019-08-22","2019-08-27","Standard Class","Oregon","Gresham","97030","SG-20470"
"US-2017-119039","2020-03-06","2020-03-10","Standard Class","California","San Francisco","94109","BF-11170"
"CA-2016-112025","2019-07-30","2019-08-04","Standard Class","Texas","Houston","77070","LS-16975"
"CA-2016-147585","2019-11-07","2019-11-12","Standard Class","California","San Francisco","94110","CB-12535"
"CA-2016-109953","2019-07-14","2019-07-18","Standard Class","California","San Francisco","94122","RB-19360"
"CA-2016-119963","2019-11-18","2019-11-22","Standard Class","Texas","Pasadena","77506","SN-20710"
"CA-2017-144484","2020-09-11","2020-09-11","Same Day","California","San Francisco","94110","CB-12025"
"CA-2014-143371","2017-12-28","2018-01-03","Standard Class","California","Anaheim","92804","MD-17350"
"CA-2016-116561","2019-09-11","2019-09-17","Standard Class","California","San Jose","95123","EB-14110"
"US-2016-114888","2019-09-19","2019-09-24","Second Class","California","San Francisco","94109","CC-12430"
"CA-2015-155068","2018-10-23","2018-10-23","Same Day","Florida","Lakeland","33801","RA-19285"
"CA-2016-123946","2019-09-12","2019-09-17","Standard Class","Virginia","Springfield","22153","AJ-10795"
"CA-2015-146465","2018-11-20","2018-11-24","Standard Class","California","San Francisco","94122","PB-18805"
"CA-2015-130890","2018-11-02","2018-11-06","Standard Class","California","Los Angeles","90004","JO-15280"
"US-2017-132220","2020-11-12","2020-11-16","Standard Class","Arizona","Tempe","85281","DJ-13510"
"CA-2017-140627","2020-12-23","2020-12-27","Standard Class","Tennessee","Hendersonville","37075","DK-12985"
"CA-2017-102519","2020-11-27","2020-11-29","First Class","Wisconsin","Milwaukee","53209","BM-11650"
"CA-2015-125934","2018-09-11","2018-09-18","Standard Class","New Jersey","Paterson","7501","SN-20560"
"CA-2015-137708","2018-11-22","2018-11-25","Second Class","California","Los Angeles","90008","NG-18430"
"CA-2017-125269","2020-04-24","2020-04-30","Standard Class","Illinois","Chicago","60610","AF-10870"
"CA-2017-129707","2020-04-25","2020-04-29","Standard Class","Arizona","Chandler","85224","LH-16750"
"CA-2017-120404","2020-11-20","2020-11-24","Second Class","New York","New York City","10035","KH-16330"
"CA-2017-140585","2020-12-18","2020-12-23","Second Class","California","Encinitas","92024","RA-19915"
"CA-2014-123400","2017-02-02","2017-02-09","Standard Class","Florida","Saint Petersburg","33710","EB-13930"
"CA-2014-157784","2017-07-05","2017-07-08","First Class","Mississippi","Jackson","39212","MC-17845"
"US-2017-145863","2020-04-21","2020-04-27","Standard Class","Texas","Houston","77041","RP-19390"
"CA-2016-137652","2019-08-28","2019-08-30","First Class","Ohio","Cincinnati","45231","EB-13750"
"CA-2015-139850","2018-06-12","2018-06-17","Standard Class","Pennsylvania","Philadelphia","19134","GB-14575"
"CA-2015-115168","2018-06-05","2018-06-09","Standard Class","Missouri","Saint Charles","63301","BB-11545"
"US-2016-134369","2019-09-16","2019-09-22","Standard Class","California","Laguna Niguel","92677","BC-11125"
"CA-2016-132990","2019-08-01","2019-08-03","Second Class","Pennsylvania","Philadelphia","19140","KM-16660"
"CA-2017-146535","2020-11-24","2020-11-30","Standard Class","Kentucky","Richmond","40475","FM-14290"
"CA-2017-158071","2020-06-10","2020-06-15","Standard Class","Washington","Seattle","98103","BD-11320"
"CA-2017-132122","2020-07-09","2020-07-14","Standard Class","Illinois","Chicago","60610","JH-15820"
"CA-2017-115364","2020-06-26","2020-07-02","Standard Class","California","San Diego","92105","OT-18730"
"CA-2015-143364","2018-07-14","2018-07-19","Second Class","Arizona","Mesa","85204","TG-21310"
"CA-2016-164483","2019-01-30","2019-02-03","Standard Class","California","San Francisco","94122","JF-15490"
"CA-2017-105620","2020-12-25","2020-12-28","First Class","Florida","Hialeah","33012","JH-15430"
"CA-2017-148999","2020-01-30","2020-02-04","Standard Class","Florida","Miami","33142","EB-13870"
"US-2016-151862","2019-03-01","2019-03-08","Standard Class","Colorado","Denver","80219","ON-18715"
"US-2016-132423","2019-04-15","2019-04-19","Standard Class","Texas","Grapevine","76051","MY-18295"
"CA-2015-146290","2018-05-04","2018-05-11","Standard Class","Indiana","Indianapolis","46203","SV-20815"
"US-2015-108966","2018-10-11","2018-10-18","Standard Class","Florida","Fort Lauderdale","33311","SO-20335"
"CA-2016-166163","2019-08-15","2019-08-20","Second Class","California","Oakland","94601","CY-12745"
"US-2017-105046","2020-07-17","2020-07-23","Standard Class","New York","Rome","13440","BE-11335"
"CA-2016-117121","2019-12-17","2019-12-21","Standard Class","Michigan","Detroit","48205","AB-10105"
"CA-2016-134180","2019-11-03","2019-11-07","Standard Class","Pennsylvania","Philadelphia","19120","JP-16135"
"US-2017-109253","2020-08-21","2020-08-22","First Class","California","Oakland","94601","PR-18880"
"CA-2016-149762","2019-12-03","2019-12-07","Standard Class","California","Morgan Hill","95037","RD-19720"
"CA-2015-164441","2018-11-08","2018-11-13","Standard Class","New York","New York City","10011","AC-10450"
"CA-2016-130442","2019-12-16","2019-12-19","First Class","North Carolina","Goldsboro","27534","SF-20065"
"CA-2015-123456","2018-07-09","2018-07-13","Standard Class","Texas","Dallas","75220","KN-16450"
"CA-2017-102946","2020-06-30","2020-07-05","Standard Class","Nevada","Las Vegas","89115","VP-21730"
"CA-2014-111192","2017-07-30","2017-08-05","Standard Class","Washington","Seattle","98103","TS-21430"
"US-2014-168501","2017-11-21","2017-11-27","Standard Class","Texas","Dallas","75220","JK-15325"
"CA-2016-127369","2019-06-06","2019-06-07","First Class","Massachusetts","Lowell","1852","DB-13060"
"US-2016-131912","2019-10-29","2019-11-01","Second Class","California","Los Angeles","90008","LH-17155"
"CA-2016-102456","2019-02-27","2019-03-01","First Class","New York","New York City","10011","DL-12865"
"CA-2016-151498","2019-04-21","2019-04-24","First Class","Washington","Seattle","98115","DN-13690"
"CA-2016-130820","2019-11-15","2019-11-15","Same Day","North Carolina","Burlington","27217","ON-18715"
"CA-2016-139878","2019-11-11","2019-11-16","Standard Class","Michigan","Detroit","48234","LD-17005"
"CA-2016-158099","2019-09-03","2019-09-05","First Class","Pennsylvania","Philadelphia","19143","PK-18910"
"CA-2014-115973","2017-11-24","2017-11-26","First Class","Ohio","Cincinnati","45231","NG-18430"
"CA-2014-109855","2017-09-01","2017-09-05","Standard Class","New York","New York City","10009","LH-16900"
"CA-2016-157000","2019-07-16","2019-07-22","Standard Class","Texas","Grand Prairie","75051","AM-10360"
"US-2017-124821","2020-06-25","2020-06-29","Second Class","Washington","Seattle","98115","AM-10705"
"CA-2017-118199","2020-05-09","2020-05-11","First Class","Washington","Seattle","98105","LB-16795"
"CA-2015-155040","2018-11-10","2018-11-15","Standard Class","California","Brentwood","94513","AH-10210"
"CA-2015-148376","2018-12-27","2018-12-31","Standard Class","California","Los Angeles","90008","AG-10900"
"CA-2017-136000","2020-09-22","2020-09-25","Second Class","New York","New York City","10009","SC-20440"
"CA-2016-131296","2019-10-04","2019-10-09","Standard Class","Maryland","Baltimore","21215","MS-17830"
"CA-2017-163006","2020-06-30","2020-07-04","Second Class","Illinois","Chicago","60653","GH-14410"
"US-2017-148768","2020-11-30","2020-12-02","Second Class","Florida","Miami","33180","PN-18775"
"CA-2014-141173","2017-11-18","2017-11-20","Second Class","Minnesota","Minneapolis","55407","JC-16105"
"CA-2015-128356","2018-10-02","2018-10-07","Standard Class","Colorado","Thornton","80229","RP-19390"
"CA-2015-120901","2018-12-31","2019-01-04","Standard Class","Texas","Austin","78745","BG-11035"
"CA-2015-136658","2018-09-10","2018-09-17","Standard Class","New York","New York City","10024","BO-11425"
"CA-2017-131618","2020-06-17","2020-06-20","First Class","Illinois","Skokie","60076","LS-17200"
"CA-2016-114713","2019-07-07","2019-07-12","Standard Class","Florida","Hialeah","33012","SC-20695"
"CA-2015-143532","2018-03-19","2018-03-24","Standard Class","Florida","North Miami","33161","DC-12850"
"US-2016-134656","2019-09-28","2019-10-01","First Class","Illinois","Quincy","62301","MM-18280"
"CA-2014-111962","2017-09-29","2017-10-04","Standard Class","Washington","Seattle","98115","EB-14170"
"CA-2017-135783","2020-04-22","2020-04-24","First Class","California","San Francisco","94122","GM-14440"
